Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NouvelleReservation,Chrome 77.0.3865.120,,2019-10-19 23:14:40,2019-10-19 23:15:29,"49,645s",FAILED
,,,,,,
Test Cases/OpenTheBrowser,Chrome 77.0.3865.120,,2019-10-19 23:14:40,2019-10-19 23:14:48,"7,508s",PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,2019-10-19 23:14:41,2019-10-19 23:14:45,"4,044s",PASSED
"navigateToUrl(""http://localhost:4200/"")",Chrome 77.0.3865.120,,2019-10-19 23:14:45,2019-10-19 23:14:48,"2,874s",PASSED
,,,,,,
Test Cases/NewReservation,Chrome 77.0.3865.120,,2019-10-19 23:14:48,2019-10-19 23:14:55,"7,807s",FAILED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/h2_Bienvenue""))",Chrome 77.0.3865.120,,2019-10-19 23:14:48,2019-10-19 23:14:49,"1,198s",PASSED
"setText(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/input_Email_email""), ""abdellatif.boudalh@gmail.com"")",Chrome 77.0.3865.120,,2019-10-19 23:14:49,2019-10-19 23:14:50,"0,480s",PASSED
"setEncryptedText(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/input_Mot de passe_password""), ""g5aLkrmNNK9wgGsRIXINCA=="")",Chrome 77.0.3865.120,,2019-10-19 23:14:50,2019-10-19 23:14:50,"0,387s",PASSED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/button_Connexion""))",Chrome 77.0.3865.120,,2019-10-19 23:14:50,2019-10-19 23:14:50,"0,136s",PASSED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/h3_Reservations""))",Chrome 77.0.3865.120,,2019-10-19 23:14:50,2019-10-19 23:14:52,"1,826s",PASSED
"scrollToElement(findTestObject(""NouvelleReservations/Page_Application Hissab/button_Nouvelle Reservation""), 0)",Chrome 77.0.3865.120,,2019-10-19 23:14:52,2019-10-19 23:14:52,"0,103s",PASSED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/button_Nouvelle Reservation""))",Chrome 77.0.3865.120,,2019-10-19 23:14:52,2019-10-19 23:14:52,"0,159s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/select_Appartement 0Appartemen""), ""Appartement 0"", true)",Chrome 77.0.3865.120,,2019-10-19 23:14:52,2019-10-19 23:14:53,"0,228s",PASSED
"setText(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/input_Nom complet_nomcomplet""), Nom_Client)",Chrome 77.0.3865.120,,2019-10-19 23:14:53,2019-10-19 23:14:53,"0,249s",PASSED
"sendKeys(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/input_Tlphone_phone""), Keys.chord(ENTER))",Chrome 77.0.3865.120,,2019-10-19 23:14:53,2019-10-19 23:14:53,"0,106s",PASSED
"setText(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/input_Tlphone_phone""), ""33699089798"")",Chrome 77.0.3865.120,,2019-10-19 23:14:53,2019-10-19 23:14:53,"0,194s",PASSED
"setText(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/input_Prix_prix""), Prix)",Chrome 77.0.3865.120,,2019-10-19 23:14:53,2019-10-19 23:14:53,"0,165s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/select_EurosDirhams""), ""Dirhams"", true)",Chrome 77.0.3865.120,,2019-10-19 23:14:53,2019-10-19 23:14:53,"0,176s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/select_A pay en ligneVa payer""), ""A payé en ligne"", true)",Chrome 77.0.3865.120,,2019-10-19 23:14:53,2019-10-19 23:14:54,"0,230s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/select_012345678 et""), ""2"", true)",Chrome 77.0.3865.120,,2019-10-19 23:14:54,2019-10-19 23:14:54,"0,311s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/select_012345678 et _1""), ""3"", true)",Chrome 77.0.3865.120,,2019-10-19 23:14:54,2019-10-19 23:14:54,"0,274s",PASSED
"setText(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/textarea_Commentaires (faculta""), Comments)",Chrome 77.0.3865.120,,2019-10-19 23:14:54,2019-10-19 23:14:55,"0,288s",PASSED
"scrollToElement(findTestObject(""NouvelleReservations/Page_Application Hissab/button_Enregistrer""), 0)",Chrome 77.0.3865.120,,2019-10-19 23:14:55,2019-10-19 23:14:55,"0,039s",PASSED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/button_Enregistrer""))",Chrome 77.0.3865.120,,2019-10-19 23:14:55,2019-10-19 23:14:55,"0,314s",PASSED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/div_Nombre de rservation sur l""))",Chrome 77.0.3865.120,,2019-10-19 23:14:55,2019-10-19 23:14:55,"0,474s",FAILED
,,,,,,
Test Cases/NewReservation,Chrome 77.0.3865.120,,2019-10-19 23:14:55,2019-10-19 23:15:28,"32,868s",FAILED
"click(findTestObject(""Object Repository/NouvelleReservations/Page_Application Hissab/h2_Bienvenue""))",Chrome 77.0.3865.120,,2019-10-19 23:14:55,2019-10-19 23:15:28,"32,829s",FAILED
